strategy,cagr_gross,cagr_net,sharpe,sortino,maxdd_pct,calmar,vol_pct,ann_turnover
1_SPY_or_Cash,13.224071662617632,12.202086768479026,1.2211030384621284,1.2773670244127189,-11.63808240906551,1.04846196646401,9.827233060775278,18.075949367088608
2_DefenseFirst,13.24659827126682,12.384784005844729,1.2974999984755453,1.5987623454158562,-10.972433181617014,1.1287181066268819,9.337286503325263,15.262658227848101
3_HAA,19.00365721813109,17.530528238425248,1.2157036695770918,1.4772637186805126,-19.27519180839745,0.9094865780161979,14.112074786303562,24.844831838344497
4_Blend50_50,16.248963956683184,15.11752073893755,1.363515689078517,1.6922352276385486,-12.910412783596659,1.1709556458291663,10.752609404383321,19.53919686150699
BH_SPY,13.836703510976744,13.836703510976744,0.8212700708730873,1.0007359072229085,-33.717280807808145,0.41037424072977086,17.694675305611945,0.0
BH_QQQ,19.240464902224687,19.240464902224687,0.9085233214709205,1.1657843418523972,-35.118728889352546,0.5478690576428606,22.057732027760814,0.0
60_40,8.38688354674213,8.38688354674213,0.7726759239348782,0.9957461687205349,-27.23527957501223,0.30794189292761703,11.243282228928168,0.0
