date,QQQ,SHV,TLT,DBC,GLD,SPY,TIP
2015-03-23,99.73209381103516,88.17801666259766,96.3496322631836,14.719069480895996,114.29000091552734,174.23703002929688,83.9993896484375
2015-03-24,99.37299346923828,88.16999053955078,97.2812271118164,14.600707054138184,114.56999969482422,173.25802612304688,84.4056396484375
2015-03-25,97.09882354736328,88.16999053955078,96.4596939086914,14.642979621887207,114.7300033569336,170.7191162109375,84.38346099853516
2015-03-26,96.76736450195312,88.16999053955078,94.95594024658203,14.820521354675293,115.4800033569336,170.31256103515625,83.9328842163086
2015-03-27,97.154052734375,88.16999053955078,96.13692474365234,14.524619102478027,115.05999755859375,170.70249938964844,83.96979522705078
2015-03-30,98.26815032958984,88.16999053955078,95.66008758544922,14.600707054138184,113.75,172.78506469726562,83.71862030029297
2015-03-31,97.22773742675781,88.17801666259766,95.86553955078125,14.431620597839355,113.66000366210938,171.27499389648438,83.91069793701172
2015-04-01,96.72134399414062,88.17801666259766,97.12469482421875,14.693705558776855,115.5999984741211,170.6693115234375,84.56078338623047
2015-04-02,96.78578186035156,88.16999053955078,96.09562683105469,14.617615699768066,115.27999877929688,171.28330993652344,84.25048828125
2015-04-06,97.5776138305664,88.17801666259766,95.5589828491211,14.803611755371094,116.69000244140625,172.4365997314453,84.58293151855469
2015-04-07,97.41190338134766,88.17801666259766,96.36024475097656,14.879701614379883,116.11000061035156,171.98023986816406,84.767578125
2015-04-08,98.18529510498047,88.18594360351562,96.3896255493164,14.592252731323242,115.47000122070312,172.56100463867188,84.56078338623047
2015-04-09,98.80216217041016,88.18594360351562,95.13999938964844,14.592252731323242,114.66999816894531,173.32432556152344,84.25790405273438
2015-04-10,99.20726776123047,88.18594360351562,95.2796630859375,14.744430541992188,115.97000122070312,174.27023315429688,84.17662811279297
2015-04-13,98.95867156982422,88.17801666259766,95.41193389892578,14.676797866821289,115.13999938964844,173.4820098876953,84.19879150390625
2015-04-14,98.67323303222656,88.18594360351562,96.08826446533203,14.744430541992188,114.44000244140625,173.81387329101562,84.42041778564453
2015-04-15,99.29014587402344,88.18594360351562,96.00738525390625,15.040335655212402,115.43000030517578,174.5937957763672,84.67894744873047
2015-04-16,99.15203857421875,88.18594360351562,95.5296401977539,15.200966835021973,115.02999877929688,174.5439910888672,84.77498626708984
2015-04-17,97.605224609375,88.18594360351562,96.62484741210938,15.167150497436523,115.5999984741211,172.53616333007812,85.31423950195312
2015-04-20,99.06916046142578,88.17801666259766,95.77217102050781,15.099516868591309,114.72000122070312,174.11260986328125,85.08524322509766
2015-04-21,99.49271392822266,88.17801666259766,95.3385009765625,14.989607810974121,115.37999725341797,173.90521240234375,84.78235626220703
2015-04-22,100.03589630126953,88.17801666259766,93.88302612304688,15.040335655212402,113.83000183105469,174.75975036621094,84.39082336425781
2015-04-23,100.41337585449219,88.18594360351562,94.28733825683594,15.226329803466797,114.66000366210938,175.19947814941406,84.60508728027344
2015-04-24,101.77608489990234,88.17801666259766,94.87541198730469,15.217878341674805,113.05000305175781,175.6060333251953,84.9670639038086
2015-04-27,101.51826477050781,88.17801666259766,94.87541198730469,15.217878341674805,115.33000183105469,174.87596130371094,84.9818344116211
2015-04-28,101.31571197509766,88.18594360351562,93.56694793701172,15.243240356445312,116.33000183105469,175.4317626953125,84.49427795410156
2015-04-29,100.68042755126953,88.17801666259766,92.42023468017578,15.344691276550293,115.51000213623047,174.71002197265625,84.33915710449219
2015-04-30,99.09677124023438,88.18594360351562,92.58197021484375,15.463053703308105,113.47000122070312,172.95925903320312,84.47948455810547
2015-05-01,100.40422058105469,88.17801666259766,91.33565521240234,15.446145057678223,113.08000183105469,174.8343963623047,84.13233184814453
2015-05-04,100.5699234008789,88.18594360351562,90.47388458251953,15.437690734863281,114.0999984741211,175.33221435546875,83.80726623535156
2015-05-05,98.93106842041016,88.19398498535156,90.34866333007812,15.564504623413086,114.41999816894531,173.32432556152344,83.77032470703125
2015-05-06,98.24971008300781,88.18594360351562,88.80184173583984,15.564504623413086,114.36000061035156,172.61082458496094,83.09810638427734
2015-05-07,98.83897399902344,88.19398498535156,89.9950942993164,15.319330215454102,113.41999816894531,173.29942321777344,83.31230926513672
2015-05-08,100.07274627685547,88.19398498535156,90.2381362915039,15.403871536254883,113.97000122070312,175.58106994628906,83.65955352783203
2015-05-11,99.68603515625,88.18594360351562,88.04318237304688,15.336236953735352,113.52999877929688,174.74314880371094,82.89864349365234
2015-05-12,99.2348861694336,88.19398498535156,88.27149963378906,15.496870040893555,114.5,174.2203826904297,82.97989654541016
2015-05-13,99.4374771118164,88.18594360351562,87.56439971923828,15.51378059387207,116.55000305175781,174.25363159179688,82.85430908203125
2015-05-14,100.8921890258789,88.18594360351562,87.80010223388672,15.606778144836426,117.18000030517578,176.07069396972656,83.00948333740234
2015-05-15,100.8921890258789,88.18594360351562,89.56053924560547,15.598323822021484,117.52999877929688,176.26148986816406,83.58570098876953
2015-05-18,101.33413696289062,88.18594360351562,88.05792999267578,15.556052207946777,117.5199966430664,176.80908203125,83.14241790771484
2015-05-19,101.22367858886719,88.18594360351562,87.27713775634766,15.226329803466797,115.88999938964844,176.7510223388672,82.74348449707031
2015-05-20,101.28812408447266,88.18594360351562,87.4244384765625,15.192512512207031,116.08000183105469,176.6265411376953,82.96512603759766
2015-05-21,101.81290435791016,88.18594360351562,88.64717864990234,15.378509521484375,115.69000244140625,177.1409912109375,83.28278350830078
2015-05-22,101.7116470336914,88.18594360351562,88.68399810791016,15.209423065185547,115.5999984741211,176.71783447265625,83.42312622070312
2015-05-26,100.54230499267578,88.18594360351562,90.20134735107422,14.913519859313965,113.91000366210938,174.81781005859375,83.4896011352539
2015-05-27,102.16278839111328,88.18594360351562,90.4075927734375,14.710612297058105,113.88999938964844,176.47720336914062,83.41574096679688
2015-05-28,101.93258666992188,88.19398498535156,90.18663024902344,14.786704063415527,114.0199966430664,176.27809143066406,83.36402130126953
2015-05-29,101.32496643066406,88.18594360351562,90.3855209350586,14.972699165344238,114.0999984741211,175.18287658691406,83.62996673583984
2015-06-01,101.66558837890625,88.18594360351562,89.4140396118164,14.938881874084473,114.0,175.53965759277344,83.11288452148438
2015-06-02,101.34334564208984,88.18594360351562,88.16657257080078,15.116422653198242,114.45999908447266,175.36546325683594,82.7730484008789
2015-06-03,101.64718627929688,88.19398498535156,86.74927520751953,14.92197322845459,113.63999938964844,175.83006286621094,82.26334381103516
2015-06-04,100.87377166748047,88.18594360351562,87.87866973876953,14.786704063415527,112.83999633789062,174.34490966796875,82.49235534667969
2015-06-05,100.63438415527344,88.17801666259766,86.80831909179688,14.854337692260742,112.23999786376953,174.046142578125,82.26334381103516
2015-06-08,99.61239624023438,88.17801666259766,86.71234893798828,14.862792015075684,112.56999969482422,172.97589111328125,82.37415313720703
2015-06-09,99.4466552734375,88.17801666259766,86.02587890625,15.099516868591309,112.81999969482422,172.95098876953125,82.18949127197266
2015-06-10,100.80931091308594,88.18594360351562,85.2729263305664,15.158697128295898,113.77999877929688,175.02525329589844,81.89402770996094
2015-06-11,100.9566421508789,88.19398498535156,87.0666732788086,15.02342700958252,113.26000213623047,175.58946228027344,82.30027770996094
2015-06-12,100.12799835205078,88.18594360351562,87.0666732788086,14.871248245239258,113.2300033569336,174.24534606933594,82.3446273803711
2015-06-15,99.63081359863281,88.17801666259766,87.20694732666016,14.803611755371094,113.7300033569336,173.4986114501953,82.61058807373047
2015-06-16,100.17401123046875,88.17801666259766,87.89341735839844,14.845884323120117,113.31999969482422,174.44447326660156,83.09810638427734
2015-06-17,100.4502182006836,88.19398498535156,87.21430206298828,14.888155937194824,113.8499984741211,174.7265625,83.19415283203125
2015-06-18,101.91419219970703,88.17801666259766,86.78618621826172,14.888155937194824,115.31999969482422,176.5435791015625,82.99464416503906
2015-06-19,101.41032409667969,88.18594360351562,87.90079498291016,14.752888679504395,115.12000274658203,175.7598876953125,83.1867446899414
2015-06-22,102.15779876708984,88.18594360351562,86.10710906982422,14.803611755371094,113.63999938964844,176.6603240966797,82.8173828125
2015-06-23,102.24085998535156,88.18594360351562,85.59037017822266,14.981154441833496,112.88999938964844,176.78533935546875,82.63269805908203
2015-06-24,101.71483612060547,88.18594360351562,86.32852935791016,14.879701614379883,112.58999633789062,175.5013885498047,82.78045654296875
2015-06-25,101.51180267333984,88.19398498535156,86.02587890625,14.896613121032715,112.44000244140625,174.96780395507812,82.69184875488281
2015-06-26,100.83815002441406,88.17801666259766,85.0588607788086,14.964245796203613,112.55999755859375,174.93447875976562,82.32242584228516
2015-06-29,98.457275390625,88.18594360351562,87.31027221679688,14.896613121032715,113.06999969482422,171.2660369873047,82.9281997680664
2015-06-30,98.80791473388672,88.19398498535156,86.70500183105469,15.217878341674805,112.37000274658203,171.62457275390625,82.7730484008789
2015-07-01,99.59233856201172,88.18594360351562,85.53466796875,15.031880378723145,111.9800033569336,173.00021362304688,82.47019958496094
2015-07-02,99.62004089355469,88.19398498535156,85.81575775146484,15.006516456604004,111.76000213623047,172.841796875,82.83216857910156
2015-07-06,99.38927459716797,88.19398498535156,87.40628814697266,14.51616382598877,112.05999755859375,172.34991455078125,83.15718841552734
2015-07-07,99.63849639892578,88.19398498535156,88.22746276855469,14.431620597839355,110.76000213623047,173.4337615966797,83.43052673339844
2015-07-08,97.90352630615234,88.20997619628906,88.98945617675781,14.363985061645508,111.08999633789062,170.5240478515625,83.53392791748047
2015-07-09,97.84814453125,88.19398498535156,87.2361831665039,14.533072471618652,111.36000061035156,170.83251953125,82.99464416503906
2015-07-10,99.34320068359375,88.19398498535156,85.85272979736328,14.600707054138184,111.48999786376953,172.98355102539062,82.6031723022461
2015-07-13,101.08734893798828,88.20198822021484,85.5864486694336,14.609162330627441,110.98999786376953,174.89276123046875,82.31509399414062
2015-07-14,101.75176239013672,88.20198822021484,85.86759185791016,14.55843448638916,110.73999786376953,175.65147399902344,82.44803619384766
2015-07-15,101.86250305175781,88.20198822021484,86.77749633789062,14.389347076416016,110.16000366210938,175.59315490722656,82.67700958251953
2015-07-16,103.3021469116211,88.20198822021484,87.37672424316406,14.321714401245117,109.76000213623047,177.0021514892578,82.78045654296875
2015-07-17,104.82479095458984,88.20198822021484,87.82798767089844,14.245623588562012,108.6500015258789,177.15220642089844,82.75090026855469
2015-07-20,105.1847152709961,88.18594360351562,87.45809936523438,14.017354965209961,105.69999694824219,177.24392700195312,82.5293197631836
2015-07-21,105.1201171875,88.18594360351562,87.93155670166016,14.07653522491455,105.37000274658203,176.54359436035156,82.72135925292969
2015-07-22,103.9296646118164,88.18594360351562,88.47900390625,13.87363052368164,104.80000305175781,176.2268524169922,82.75830841064453
2015-07-23,103.54206085205078,88.18594360351562,89.58128356933594,13.755270957946777,104.33000183105469,175.2345733642578,82.89864349365234
2015-07-24,102.52693939208984,88.19398498535156,89.80323028564453,13.64536190032959,105.3499984741211,173.41705322265625,82.81000518798828
2015-07-27,101.6779556274414,88.18594360351562,90.28411865234375,13.38327693939209,104.86000061035156,172.40826416015625,82.97989654541016
2015-07-28,102.55463409423828,88.18594360351562,89.62565612792969,13.493184089660645,105.0199966430664,174.52601623535156,82.78045654296875
2015-07-29,102.94222259521484,88.18594360351562,89.29277801513672,13.535456657409668,105.16999816894531,175.72659301757812,82.7730484008789
2015-07-30,103.43132781982422,88.18594360351562,89.9808120727539,13.484728813171387,104.2699966430664,175.7682342529297,82.8912582397461
2015-07-31,103.31135559082031,88.17801666259766,90.6465835571289,13.29873275756836,104.93000030517578,175.5013885498047,83.21630859375
2015-08-03,102.98834228515625,88.18594360351562,91.60079193115234,13.078919410705566,104.0999984741211,174.90939331054688,83.14241790771484
2015-08-04,102.79457092285156,88.17801666259766,90.8741683959961,13.155008316040039,104.30999755859375,174.567626953125,82.67700958251953
2015-08-05,103.58822631835938,88.18594360351562,90.19213104248047,13.10428237915039,103.93000030517578,175.14292907714844,82.41848754882812
2015-08-06,101.92710876464844,88.18594360351562,90.99284362792969,13.09582805633545,104.38999938964844,173.7089080810547,82.56624603271484
2015-08-07,101.79788970947266,88.18594360351562,92.18649291992188,13.045103073120117,104.6500015258789,173.3754119873047,82.79524230957031
2015-08-10,102.96068572998047,88.16999053955078,91.04476165771484,13.3240966796875,105.72000122070312,175.55982971191406,82.67700958251953
2015-08-11,101.64102172851562,88.17801666259766,92.49047088623047,13.146554946899414,106.26000213623047,173.97567749023438,83.01686096191406
2015-08-12,101.99172973632812,88.16999053955078,91.986328125,13.10428237915039,107.75,174.18414306640625,82.82479095458984
2015-08-13,101.8255615234375,88.16999053955078,91.68977355957031,13.045103073120117,106.86000061035156,173.9673614501953,82.6031723022461
2015-08-14,101.98247528076172,88.16999053955078,91.90479278564453,12.960556983947754,106.8499984741211,174.6009979248047,82.5145263671875
2015-08-17,102.83148956298828,88.16999053955078,92.31995391845703,12.909832954406738,107.12999725341797,175.5764923095703,82.50714111328125
2015-08-18,102.30546569824219,88.16999053955078,91.59335327148438,12.84219741821289,107.11000061035156,175.06785583496094,82.30769348144531
2015-08-19,101.63178253173828,88.16999053955078,92.49794006347656,12.698473930358887,108.55000305175781,173.68389892578125,82.58839416503906
2015-08-20,98.81716918945312,88.18594360351562,93.43202209472656,12.732290267944336,110.44000244140625,170.05715942382812,82.8173828125
2015-08-21,94.498291015625,88.17801666259766,93.71379852294922,12.520931243896484,111.12999725341797,164.9380645751953,82.84693908691406
2015-08-24,90.8623275756836,88.19398498535156,93.68417358398438,12.208117485046387,110.52999877929688,157.99298095703125,82.55885314941406
2015-08-25,90.5208740234375,88.18594360351562,92.17909240722656,12.258845329284668,109.16000366210938,156.13375854492188,82.35936737060547
2015-08-26,95.07968139648438,88.18594360351562,90.39974212646484,12.182755470275879,107.66999816894531,162.1282958984375,81.86442565917969
2015-08-27,97.48828887939453,88.18594360351562,90.45160675048828,12.622383117675781,107.7300033569336,166.1385955810547,82.26334381103516
2015-08-28,97.4698257446289,88.17801666259766,90.71851348876953,12.952103614807129,108.69999694824219,166.14691162109375,82.49978637695312
2015-08-31,96.26091003417969,88.18594360351562,90.02159881591797,13.264914512634277,108.81999969482422,164.80458068847656,82.42585754394531
2015-09-01,93.25247955322266,88.186767578125,90.67025756835938,12.825289726257324,109.19999694824219,159.88552856445312,82.27622985839844
2015-09-02,95.88252258300781,88.186767578125,89.89009094238281,12.935195922851562,108.62000274658203,162.92034912109375,82.01697540283203
2015-09-03,95.41187286376953,88.19478607177734,90.32845306396484,13.019739151000977,107.83999633789062,163.03707885742188,82.02437591552734
2015-09-04,94.27679443359375,88.19478607177734,91.15320587158203,12.85910701751709,107.48999786376953,160.5692138671875,82.15775299072266
2015-09-08,96.9345703125,88.186767578125,89.80838012695312,12.952103614807129,107.5199966430664,164.6044921875,81.78731536865234
2015-09-09,95.84561157226562,88.186767578125,90.2392807006836,12.7830171585083,106.12999725341797,162.40342712402344,81.97252655029297
2015-09-10,96.88842010498047,88.1707992553711,89.63006591796875,12.892923355102539,106.37999725341797,163.28720092773438,81.99475860595703
2015-09-11,97.42366027832031,88.1707992553711,90.19470977783203,12.876014709472656,106.16000366210938,164.02923583984375,82.22441864013672
2015-09-14,97.12834930419922,88.17879486083984,90.33586120605469,12.715381622314453,106.22000122070312,163.42059326171875,82.06883239746094
2015-09-15,98.27267456054688,88.15483093261719,88.60467529296875,12.757654190063477,105.9000015258789,165.46322631835938,81.51325225830078
2015-09-16,98.82637023925781,88.1707992553711,88.2702865600586,12.969014167785645,107.30999755859375,166.8972625732422,81.49099731445312
2015-09-17,98.86328125,88.16279602050781,89.34768676757812,12.884469032287598,108.41000366210938,166.5220947265625,82.12808990478516
2015-09-18,97.45716857910156,88.2027816772461,90.72227478027344,12.690017700195312,109.20999908447266,163.80084228515625,82.38731384277344
2015-09-21,97.762451171875,88.19478607177734,89.24361419677734,12.83374309539795,108.52999877929688,164.64732360839844,81.86881256103516
2015-09-22,96.30084228515625,88.2027816772461,90.48445892333984,12.757654190063477,107.79000091552734,162.51023864746094,82.06883239746094
2015-09-23,96.37483978271484,88.2027816772461,90.47705078125,12.656201362609863,108.22000122070312,162.2504425048828,82.00955963134766
2015-09-24,96.0233154296875,88.2027816772461,91.09378051757812,12.732290267944336,110.48999786376953,161.66378784179688,82.01697540283203
2015-09-25,95.20922088623047,88.2187728881836,90.30615997314453,12.808380126953125,109.80999755859375,161.6219024658203,81.57992553710938
2015-09-28,92.49872589111328,88.21077728271484,91.8516616821289,12.630836486816406,108.41999816894531,157.56565856933594,81.6021728515625
2015-09-29,92.01771545410156,88.21077728271484,92.11172485351562,12.715381622314453,107.9800033569336,157.65782165527344,81.83177947998047
2015-09-30,94.13615417480469,88.21077728271484,91.79216766357422,12.808380126953125,106.86000061035156,160.59947204589844,81.99475860595703
2015-10-01,94.5616683959961,88.21797943115234,92.18385314941406,12.723836898803711,106.7300033569336,161.01849365234375,82.29271697998047
2015-10-02,96.21757507324219,88.22599792480469,92.74226379394531,12.808380126953125,108.98999786376953,163.42373657226562,82.7670669555664
2015-10-05,97.59593963623047,88.21797943115234,91.4839859008789,12.977466583251953,108.7699966430664,166.3318328857422,82.51505279541016
2015-10-06,97.1333999633789,88.22599792480469,91.87859344482422,13.231099128723145,109.86000061035156,165.76193237304688,82.75224304199219
2015-10-07,97.71617126464844,88.22599792480469,91.57331848144531,13.205735206604004,109.69999694824219,167.11964416503906,82.73737335205078
2015-10-08,98.10472106933594,88.21797943115234,90.80641174316406,13.264914512634277,109.13999938964844,168.62820434570312,82.70775604248047
2015-10-09,98.54875946044922,88.22599792480469,91.04469299316406,13.3240966796875,110.87000274658203,168.728759765625,82.4780044555664
2015-10-12,98.78926849365234,88.21797943115234,91.73706817626953,13.112736701965332,111.30999755859375,168.88795471191406,82.62623596191406
2015-10-13,98.15098571777344,88.21797943115234,91.89341735839844,13.028193473815918,111.86000061035156,167.8236083984375,82.581787109375
2015-10-14,97.99373626708984,88.22599792480469,92.69757080078125,13.062010765075684,113.80999755859375,167.0190887451172,82.86338806152344
2015-10-15,99.60335540771484,88.21797943115234,92.24341583251953,13.028193473815918,113.29000091552734,169.58358764648438,82.70775604248047
2015-10-16,100.01966857910156,88.21797943115234,92.27316284179688,13.03664779663086,112.48999786376953,170.35458374023438,82.48539733886719
2015-10-19,100.59318542480469,88.20996856689453,92.02007293701172,12.799924850463867,112.0199966430664,170.43836975097656,82.34456634521484
2015-10-20,100.07518005371094,88.21797943115234,91.45421600341797,12.825289726257324,112.7300033569336,170.2205047607422,82.24824523925781
2015-10-21,99.464599609375,88.20996856689453,92.36250305175781,12.715381622314453,111.7300033569336,169.16455078125,82.30009460449219
2015-10-22,101.49050903320312,88.21797943115234,92.51891326904297,12.757654190063477,111.69000244140625,172.02235412597656,82.581787109375
2015-10-23,104.33051300048828,88.20198059082031,91.72964477539062,12.681563377380371,111.5,173.90798950195312,82.46317291259766
2015-10-26,104.39527130126953,88.19398498535156,92.34020233154297,12.647747039794922,111.43000030517578,173.4805908203125,82.44093322753906
2015-10-27,104.60804748535156,88.20198059082031,92.57099914550781,12.588565826416016,111.68000030517578,173.1453857421875,82.62623596191406
2015-10-28,105.47763061523438,88.19398498535156,92.19876098632812,12.799924850463867,110.77999877929688,175.11483764648438,82.21115112304688
2015-10-29,105.31111145019531,88.18595886230469,90.73193359375,12.723836898803711,109.72000122070312,175.0142822265625,81.98883056640625
2015-10-30,104.83934783935547,88.18595886230469,91.41695404052734,12.8506498336792,109.30000305175781,174.2599639892578,82.24081420898438
2015-11-02,106.02338409423828,88.16761779785156,90.99683380126953,12.7830171585083,108.58999633789062,176.32162475585938,82.20375061035156
2015-11-03,106.3934326171875,88.17559051513672,90.25064086914062,13.011284828186035,106.9800033569336,176.83287048339844,82.06295013427734
2015-11-04,106.4027099609375,88.16761779785156,90.35511016845703,12.79146957397461,105.97000122070312,176.29647827148438,81.95175170898438
2015-11-05,106.11592102050781,88.17559051513672,90.11630249023438,12.690017700195312,105.63999938964844,176.1204833984375,81.69233703613281
2015-11-06,106.18990325927734,88.1515884399414,88.79560852050781,12.61392879486084,104.0999984741211,176.0283203125,81.3514404296875
2015-11-09,105.06134033203125,88.16761779785156,88.29566192626953,12.504022598266602,104.4000015258789,174.38568115234375,81.32174682617188
2015-11-10,104.79305267333984,88.1515884399414,88.55680847167969,12.478658676147461,104.18000030517578,174.7880096435547,81.29212188720703
2015-11-11,104.66354370117188,88.1515884399414,88.37029266357422,12.351842880249023,103.83000183105469,174.1007537841797,81.2846450805664
2015-11-12,103.6459732055664,88.15960693359375,88.79560852050781,12.174301147460938,103.8499984741211,171.67031860351562,81.2846450805664
2015-11-13,101.61077117919922,88.1515884399414,89.30301666259766,12.081303596496582,103.55999755859375,169.7427978515625,81.3958511352539
2015-11-16,103.07240295410156,88.16761779785156,89.22093963623047,12.140483856201172,103.70999908447266,172.32403564453125,81.3514404296875
2015-11-17,103.13714599609375,88.15960693359375,89.37017822265625,11.954488754272461,102.33999633789062,172.19834899902344,81.4996337890625
